timestamp,green,ir,red
1630678972878,53072,334179,304577
1630678972888,53059,334209,304584
1630678972898,53034,334147,304576
1630678972908,53005,334079,304599
1630678972918,52986,334048,304643
1630678972928,52967,333987,304630
1630678972938,52955,334050,304631
1630678972948,52945,334055,304646
1630678972958,52917,333952,304679
1630678972968,52904,333925,304650
1630678972978,52878,333910,304650
1630678972988,52877,333867,304639
1630678972998,52843,333815,304629
1630678973008,52820,333794,304604
1630678973018,52794,333767,304616
1630678973028,52775,333742,304613
1630678973038,52760,333728,304587
1630678973048,52742,333726,304552
1630678973058,52724,333676,304564
1630678973068,52730,333693,304605
1630678973078,52732,333681,304610
1630678973088,52723,333690,304599
1630678973098,52731,333699,304619
1630678973108,52732,333691,304647
1630678973118,52746,333749,304659
1630678973128,52748,333775,304722
1630678973138,52749,333751,304712
1630678973148,52753,333757,304754
1630678973158,52764,333797,304722
1630678973168,52755,333751,304711
1630678973178,52756,333740,304754
1630678973188,52760,333755,304763
1630678973198,52776,333780,304711
1630678973208,52769,333812,304768
1630678973218,52764,333726,304756
1630678973228,52769,333757,304784
1630678973238,52781,333767,304752
1630678973248,52774,333747,304793
1630678973258,52764,333737,304738
1630678973268,52783,333763,304734
1630678973278,52780,333752,304761
1630678973288,52791,333793,304746
1630678973298,52799,333756,304745
1630678973308,52801,333797,304761
1630678973318,52805,333821,304787
1630678973328,52815,333868,304802
1630678973338,52824,333822,304803
1630678973348,52842,333890,304787
1630678973358,52869,333894,304875
1630678973368,52873,333955,304815
1630678973378,52891,333877,304871
1630678973388,52921,333950,304845
1630678973398,52922,333953,304853
1630678973408,52924,333993,304876
1630678973418,52950,334023,304904
1630678973428,52948,334059,304912
1630678973438,52968,334081,304941
1630678973448,52982,334122,304915
1630678973458,52996,334097,304959
1630678973468,53004,334105,304959
1630678973478,53015,334143,304996
1630678973488,53032,334144,304993
1630678973498,53046,334188,305022
1630678973508,53068,334161,305040
1630678973518,53094,334195,305058
1630678973528,53113,334223,305058
1630678973538,53122,334172,305066
1630678973548,53108,334160,305084
1630678973558,53127,334127,305094
1630678973568,53107,334092,305130
1630678973578,53101,334102,305115
1630678973588,53100,334050,305134
1630678973598,53107,334044,305151
1630678973608,53090,334027,305136
1630678973618,53095,334016,305179
1630678973628,53091,334028,305155
1630678973638,53091,334018,305148
1630678973648,53086,333971,305180
1630678973658,53088,334005,305185
1630678973668,53092,333973,305202
1630678973678,53096,333934,305169
1630678973688,53095,333965,305173
1630678973698,53091,333961,305165
1630678973708,53097,333938,305166
1630678973718,53089,333884,305147
1630678973728,53100,333911,305166
1630678973738,53107,333935,305180
1630678973748,53114,333944,305182
1630678973758,53125,333950,305182
1630678973768,53135,334003,305248
1630678973778,53151,333988,305232
1630678973788,53176,333985,305255
1630678973798,53200,334055,305266
1630678973808,53203,334068,305325
1630678973818,53228,334051,305357
1630678973828,53243,334095,305345
1630678973838,53269,334139,305414
1630678973848,53278,334138,305449
1630678973858,53314,334119,305438
1630678973868,53315,334146,305478
1630678973878,53344,334154,305482
1630678973888,53334,334149,305460
1630678973898,53339,334090,305495
1630678973908,53340,334097,305495
1630678973918,53345,334082,305503
1630678973928,53332,334063,305519
1630678973938,53323,334057,305475
1630678973948,53320,334071,305450
1630678973958,53292,334037,305467
1630678973968,53284,333969,305452
1630678973978,53287,334017,305495
1630678973988,53275,334044,305501
1630678973998,53280,334024,305573
1630678974008,53306,334033,305658
1630678974018,53337,334077,305766
1630678974028,53372,334091,305784
1630678974038,53385,334091,305883
1630678974048,53425,334143,305924
1630678974058,53461,334146,305998
1630678974068,53524,334135,305991
1630678974078,53556,334241,306023
1630678974088,53592,334211,306015
1630678974098,53630,334210,306030
1630678974108,53672,334287,306001
1630678974118,53687,334260,306022
1630678974128,53706,334321,305986
1630678974138,53731,334324,305932
1630678974148,53740,334330,305848
1630678974158,53762,334408,305796
1630678974168,53814,334441,305808
1630678974178,53875,334506,305788
1630678974188,53927,334475,305797
1630678974198,53973,334515,305766
1630678974208,54008,334545,305800
1630678974218,54054,334504,305760
1630678974228,54071,334479,305760
1630678974238,54088,334461,305721
1630678974248,54109,334469,305700
1630678974258,54110,334476,305650
1630678974268,54097,334398,305608
1630678974278,54095,334397,305581
1630678974288,54090,334410,305544
1630678974298,54088,334372,305473
1630678974308,54078,334344,305494
1630678974318,54076,334320,305437
1630678974328,54073,334303,305440
1630678974338,54078,334277,305366
1630678974348,54074,334273,305367
1630678974358,54086,334239,305361
1630678974368,54105,334308,305388
1630678974378,54098,334260,305340
1630678974388,54113,334218,305381
1630678974398,54142,334226,305411
1630678974408,54160,334274,305397
1630678974418,54179,334323,305406
1630678974428,54200,334308,305423
1630678974438,54223,334311,305443
1630678974448,54246,334326,305447
1630678974458,54261,334323,305463
1630678974468,54267,334352,305467
1630678974478,54250,334315,305451
1630678974488,54276,334310,305445
1630678974498,54286,334355,305414
1630678974508,54285,334321,305441
1630678974518,54287,334341,305395
1630678974528,54293,334404,305385
1630678974538,54292,334315,305345
1630678974548,54291,334316,305387
1630678974558,54287,334303,305312
1630678974568,54292,334255,305334
1630678974578,54278,334253,305302
1630678974588,54290,334263,305260
1630678974598,54272,334231,305275
1630678974608,54281,334225,305253
1630678974618,54276,334219,305234
1630678974628,54277,334228,305218
1630678974638,54284,334269,305178
1630678974648,54294,334214,305196
1630678974658,54298,334285,305205
1630678974668,54310,334306,305183
1630678974678,54314,334303,305170
1630678974688,54325,334295,305187
1630678974698,54340,334314,305190
1630678974708,54360,334295,305163
1630678974718,54373,334417,305233
1630678974728,54388,334442,305250
1630678974738,54414,334426,305229
1630678974748,54423,334462,305234
1630678974758,54445,334462,305257
1630678974768,54458,334468,305254
1630678974778,54463,334512,305254
1630678974788,54473,334571,305227
1630678974798,54492,334563,305241
1630678974808,54502,334640,305252
1630678974818,54519,334610,305249
1630678974828,54526,334645,305268
1630678974838,54543,334639,305259
1630678974848,54544,334703,305280
1630678974858,54559,334726,305273
1630678974868,54571,334741,305217
1630678974878,54591,334730,305269
1630678974888,54602,334734,305278
1630678974898,54620,334806,305232
1630678974908,54635,334769,305250
1630678974918,54670,334804,305265
1630678974928,54684,334796,305311
1630678974938,54709,334808,305267
1630678974948,54714,334770,305325
1630678974958,54732,334787,305280
1630678974968,54738,334774,305346
1630678974978,54736,334765,305311
1630678974988,54736,334742,305286
1630678974998,54728,334726,305229
1630678975008,54734,334699,305240
1630678975018,54726,334747,305246
1630678975028,54738,334712,305187
1630678975038,54731,334692,305222
1630678975048,54732,334700,305241
1630678975058,54739,334699,305205
1630678975068,54725,334724,305203
1630678975078,54734,334688,305228
1630678975088,54733,334669,305212
1630678975098,54723,334699,305205
1630678975108,54727,334686,305220
1630678975118,54720,334705,305183
1630678975128,54720,334699,305141
1630678975138,54725,334667,305155
1630678975148,54723,334664,305144
1630678975158,54733,334726,305148
1630678975168,54732,334708,305150
1630678975178,54721,334733,305145
1630678975188,54735,334708,305115
1630678975198,54733,334737,305138
1630678975208,54751,334733,305120
1630678975218,54757,334759,305134
1630678975228,54771,334750,305150
1630678975238,54778,334754,305148
1630678975248,54787,334761,305164
1630678975258,54796,334782,305156
1630678975268,54789,334857,305167
1630678975278,54796,334792,305128
1630678975288,54804,334804,305130
1630678975298,54820,334780,305135
1630678975308,54824,334841,305148
1630678975318,54825,334837,305137
1630678975328,54830,334827,305089
1630678975338,54836,334878,305110
1630678975348,54836,334842,305101
1630678975358,54843,334865,305129
1630678975368,54857,334917,305131
1630678975378,54869,334888,305125
1630678975388,54884,334908,305141
1630678975398,54901,334935,305139
1630678975408,54911,334892,305109
1630678975418,54903,334966,305158
1630678975428,54921,335001,305119
1630678975438,54940,335033,305123
1630678975448,54943,335042,305138
1630678975458,54972,335032,305134
1630678975468,54980,335025,305130
1630678975478,54987,335054,305137
1630678975488,55006,335115,305128
1630678975498,55011,335081,305173
1630678975508,55026,335098,305101
1630678975518,55036,335129,305136
1630678975528,55039,335153,305164
1630678975538,55063,335163,305104
1630678975548,55064,335164,305130
1630678975558,55081,335182,305095
1630678975568,55073,335245,305094
1630678975578,55101,335246,305120
1630678975588,55099,335212,305119
